,ID,Pred
75,2019_1113_1192,0.9833237753738662
76,2019_1113_1196,0.212704545494964
77,2019_1113_1199,0.148810301377929
78,2019_1113_1205,0.9331520721392965
79,2019_1113_1209,0.7226139206892478
80,2019_1113_1211,0.04918104984739748
81,2019_1113_1222,0.20153701118841355
82,2019_1113_1233,0.9791912079906504
83,2019_1113_1234,0.2861067903460943
84,2019_1113_1235,0.21793045113537035
85,2019_1113_1242,0.11207693443881915
86,2019_1113_1243,0.2373773221836021
87,2019_1113_1246,0.0717452253750963
88,2019_1113_1251,0.7031333517414511
89,2019_1113_1257,0.2507955200336988
90,2019_1113_1261,0.26155967966366245
91,2019_1113_1266,0.494741504047868
92,2019_1113_1268,0.2818013929577569
93,2019_1113_1276,0.07692274416308155
94,2019_1113_1277,0.036171590897179313
95,2019_1113_1278,0.27583714833764755
96,2019_1113_1279,0.5214305494132745
97,2019_1113_1280,0.3066702569492271
98,2019_1113_1285,0.8802361298867487
99,2019_1113_1293,0.4965848770012483
100,2019_1113_1295,0.9627650946522879
101,2019_1113_1297,0.8205398262729048
102,2019_1113_1300,0.9978005039858131
103,2019_1113_1305,0.3715587972318539
104,2019_1113_1308,0.548729023291897
105,2019_1113_1314,0.06997087593731367
106,2019_1113_1318,0.7360309234410928
107,2019_1113_1326,0.29890338451193715
108,2019_1113_1328,0.20129154355687043
109,2019_1113_1330,0.822906903083026
110,2019_1113_1332,0.24662254244037923
111,2019_1113_1341,0.9753756717896966
112,2019_1113_1345,0.08922394144939097
113,2019_1113_1371,0.5175295166258012
114,2019_1113_1385,0.7418140172028398
115,2019_1113_1387,0.7934107306705587
116,2019_1113_1388,0.3634209366006472
117,2019_1113_1393,0.4300881837502881
118,2019_1113_1396,0.6277351496017795
119,2019_1113_1397,0.11067707066070821
120,2019_1113_1403,0.04227968063217623
121,2019_1113_1414,0.6493898667444856
122,2019_1113_1416,0.3952266880655865
123,2019_1113_1429,0.54685428907934
124,2019_1113_1433,0.5036834802666988
125,2019_1113_1436,0.7614732683439902
126,2019_1113_1437,0.36721154392346833
127,2019_1113_1438,0.022798932988518067
128,2019_1113_1439,0.18816429339039492
129,2019_1113_1449,0.3623580510766134
130,2019_1113_1458,0.15962353154952386
131,2019_1113_1459,0.23371604593219175
132,2019_1113_1463,0.6961118892019418
133,2019_1120_1124,0.8549857802727652
134,2019_1120_1125,0.9168059278154904
135,2019_1120_1133,0.9934175177908007
136,2019_1120_1138,0.7872562190832073
137,2019_1120_1153,0.8494870483030332
138,2019_1120_1159,0.9862328335611896
139,2019_1120_1181,0.27992998605799685
140,2019_1120_1192,0.9982970017464803
141,2019_1120_1196,0.7286939964928063
142,2019_1120_1199,0.6347718405626377
143,2019_1120_1205,0.9928456447829935
144,2019_1120_1209,0.9628226956599619
145,2019_1120_1211,0.33959282721756245
146,2019_1120_1222,0.7150401637532537
147,2019_1120_1233,0.9978669293843225
148,2019_1120_1234,0.7993661973383427
149,2019_1120_1235,0.7347657510948782
150,2019_1120_1242,0.5565091619557174
151,2019_1120_1243,0.7557638933687273
152,2019_1120_1246,0.43450871371757765
153,2019_1120_1251,0.9592606964114765
154,2019_1120_1257,0.7689393802463496
155,2019_1120_1261,0.7788243287352324
156,2019_1120_1266,0.9068420020972706
157,2019_1120_1268,0.795948560105589
158,2019_1120_1276,0.4530870709559876
159,2019_1120_1277,0.27171609299296995
160,2019_1120_1278,0.7910887087698728
161,2019_1120_1279,0.9154815835123039
162,2019_1120_1280,0.814719565804236
163,2019_1120_1285,0.9864986754568558
164,2019_1120_1293,0.9074630930659685
165,2019_1120_1295,0.9961247752163142
166,2019_1120_1297,0.9784736308157629
167,2019_1120_1300,0.9997783149467926
168,2019_1120_1305,0.8546031975829116
169,2019_1120_1308,0.9235962180019427
170,2019_1120_1314,0.42789841259861533
171,2019_1120_1318,0.9651807909579896
172,2019_1120_1326,0.809101226961908
173,2019_1120_1328,0.7147291074303901
174,2019_1120_1330,0.9788113559204616
175,2019_1120_1332,0.7649475642285553
176,2019_1120_1341,0.9974669473023243
177,2019_1120_1345,0.4933899850977819
178,2019_1120_1371,0.9142644934689602
179,2019_1120_1385,0.9661743336717434
180,2019_1120_1387,0.9744768395443307
181,2019_1120_1388,0.8501985529983963
182,2019_1120_1393,0.8823852882427586
183,2019_1120_1396,0.9437055802856317
184,2019_1120_1397,0.5530155490983722
185,2019_1120_1403,0.30501206686872584
186,2019_1120_1414,0.9484884922696687
187,2019_1120_1416,0.8666099952619682
188,2019_1120_1429,0.9230604513475351
189,2019_1120_1433,0.9098200923027248
190,2019_1120_1436,0.9694534207999154
191,2019_1120_1437,0.8522688504377129
192,2019_1120_1438,0.18827275341683455
193,2019_1120_1439,0.697352769417632
194,2019_1120_1449,0.849612100388054
195,2019_1120_1458,0.6537749515733385
196,2019_1120_1459,0.751991153577014
197,2019_1120_1463,0.9579347174401013
198,2019_1124_1125,0.6514611732524199
199,2019_1124_1133,0.9624022240303748
200,2019_1124_1138,0.3856140474240388
201,2019_1124_1153,0.4890847359875984
202,2019_1124_1159,0.9239561454993171
203,2019_1124_1181,0.06185796580064668
204,2019_1124_1192,0.9900423725014553
205,2019_1124_1196,0.31297550617041375
206,2019_1124_1199,0.22767114871552285
207,2019_1124_1205,0.9592463440541646
208,2019_1124_1209,0.8145603837541252
209,2019_1124_1211,0.08022006345379612
210,2019_1124_1222,0.2985397631480472
211,2019_1124_1233,0.9875536797128682
212,2019_1124_1234,0.40325668716264035
213,2019_1124_1235,0.31966468462676
214,2019_1124_1242,0.175484523393148
215,2019_1124_1243,0.3441943658354621
216,2019_1124_1246,0.11529803531592057
217,2019_1124_1251,0.7997476650052705
218,2019_1124_1257,0.3607940254206791
219,2019_1124_1261,0.3739230364940309
220,2019_1124_1266,0.6227929155298507
221,2019_1124_1268,0.39817164282033285
222,2019_1124_1276,0.12320140652312615
223,2019_1124_1277,0.05951402376908917
224,2019_1124_1278,0.3910856186752105
225,2019_1124_1279,0.6475367620467437
226,2019_1124_1280,0.4272015178210115
227,2019_1124_1285,0.9253334969217398
228,2019_1124_1293,0.6245236675171836
229,2019_1124_1295,0.9775776019763771
230,2019_1124_1297,0.8851838926953746
231,2019_1124_1300,0.9986943915010458
232,2019_1124_1305,0.4992297859124468
233,2019_1124_1308,0.6721645199795693
234,2019_1124_1314,0.11257720104458953
235,2019_1124_1318,0.8246094477473831
236,2019_1124_1326,0.41822339200856207
237,2019_1124_1328,0.2982202754526896
238,2019_1124_1330,0.886815929187875
239,2019_1124_1332,0.3556596416294572
240,2019_1124_1341,0.9852484006744822
241,2019_1124_1345,0.14176670909849368
242,2019_1124_1371,0.6439617836197788
243,2019_1124_1385,0.8289030526646061
244,2019_1124_1387,0.8662339807127059
245,2019_1124_1388,0.4904780596060849
246,2019_1124_1393,0.5599509807359767
247,2019_1124_1396,0.7398073061665472
248,2019_1124_1397,0.17344739048400554
249,2019_1124_1403,0.06928048501249728
250,2019_1124_1414,0.7574616143138795
251,2019_1124_1416,0.5242460407004232
252,2019_1124_1429,0.6704946527139741
253,2019_1124_1433,0.6311581909028638
254,2019_1124_1436,0.8433315214058256
255,2019_1124_1437,0.4945643176624483
256,2019_1124_1438,0.03785055283267379
257,2019_1124_1439,0.28099569142134556
258,2019_1124_1449,0.48932921771265414
259,2019_1124_1458,0.2425816548830412
260,2019_1124_1459,0.3396192541516297
261,2019_1124_1463,0.794342950510893
262,2019_1125_1133,0.9319491631326753
263,2019_1125_1138,0.25138284372425473
264,2019_1125_1153,0.3386911537898794
265,2019_1125_1159,0.8666768223943395
266,2019_1125_1181,0.03407491443727148
267,2019_1125_1192,0.9815477539454974
268,2019_1125_1196,0.19596458717259532
269,2019_1125_1199,0.13622875088400677
270,2019_1125_1205,0.9264325131743135
271,2019_1125_1209,0.7015008267168593
272,2019_1125_1211,0.044581728415432745
273,2019_1125_1222,0.18546889695620147
274,2019_1125_1233,0.9769853682319297
275,2019_1125_1234,0.26553843029116575
276,2019_1125_1235,0.200884152781262
277,2019_1125_1242,0.1022281036939367
278,2019_1125_1243,0.21923632096472442
279,2019_1125_1246,0.06518039909085865
280,2019_1125_1251,0.68119167696717
281,2019_1125_1257,0.23194094214459743
282,2019_1125_1261,0.24215742406068458
283,2019_1125_1266,0.4690285521377758
284,2019_1125_1268,0.2614292042292327
285,2019_1125_1276,0.06991984989912606
286,2019_1125_1277,0.032746988746497695
287,2019_1125_1278,0.2557425956696788
288,2019_1125_1279,0.49569133257619485
289,2019_1125_1280,0.2852141957024362
290,2019_1125_1285,0.868944493399971
291,2019_1125_1293,0.470865403637624
292,2019_1125_1295,0.9588911039405914
293,2019_1125_1297,0.8048675693052186
294,2019_1125_1300,0.9975624352874264
295,2019_1125_1305,0.34784048353640074
296,2019_1125_1308,0.523115235717983
297,2019_1125_1314,0.06355728955657743
298,2019_1125_1318,0.7155370426242356
299,2019_1125_1326,0.2777730211932434
300,2019_1125_1328,0.1852384596734029
301,2019_1125_1330,0.8073928398292322
302,2019_1125_1332,0.227986218620653
303,2019_1125_1341,0.9727766103719382
304,2019_1125_1345,0.08119968194338645
305,2019_1125_1371,0.49178498215865074
306,2019_1125_1385,0.7215992943480933
307,2019_1125_1387,0.7760160094820969
308,2019_1125_1388,0.3399411006347372
309,2019_1125_1393,0.40504171815426004
310,2019_1125_1396,0.6033642998014573
311,2019_1125_1397,0.10093726985323909
312,2019_1125_1403,0.03829976519503316
313,2019_1125_1414,0.625591120884263
314,2019_1125_1416,0.3708891955310742
315,2019_1125_1429,0.5212269357841712
316,2019_1125_1433,0.47794540577204103
317,2019_1125_1436,0.7422629797369762
318,2019_1125_1437,0.34361900119352917
319,2019_1125_1438,0.020613330709567813
320,2019_1125_1439,0.17293144400174235
321,2019_1125_1449,0.3389103260109841
322,2019_1125_1458,0.14628486798473986
323,2019_1125_1459,0.21577568153531376
324,2019_1125_1463,0.6738919429223958
325,2019_1133_1138,0.023932955350303185
326,2019_1133_1153,0.036049166380969465
327,2019_1133_1159,0.3218824671222846
328,2019_1133_1181,0.0025693003839774844
329,2019_1133_1192,0.7952587171753618
330,2019_1133_1196,0.01748566434150481
331,2019_1133_1199,0.01138512990912582
332,2019_1133_1205,0.47904074130787533
333,2019_1133_1209,0.14646884426924942
334,2019_1133_1211,0.0033956814787160223
335,2019_1133_1222,0.016354706568149045
336,2019_1133_1233,0.7560819159849591
337,2019_1133_1234,0.0257206896362289
338,2019_1133_1235,0.018025078014549088
339,2019_1133_1242,0.008246108289280489
340,2019_1133_1243,0.020091812282720695
341,2019_1133_1246,0.005065525506962854
342,2019_1133_1251,0.13496312483203413
343,2019_1133_1257,0.021575017499590565
344,2019_1133_1261,0.022800421745246977
345,2019_1133_1266,0.06059303558907478
346,2019_1133_1268,0.02519534933269617
347,2019_1133_1276,0.00545938168348524
348,2019_1133_1277,0.0024660381584134675
349,2019_1133_1278,0.02447700285651376
350,2019_1133_1279,0.06696583107757673
351,2019_1133_1280,0.02831151415825958
352,2019_1133_1285,0.3262124669965366
353,2019_1133_1293,0.06101414056237114
354,2019_1133_1295,0.6300727090269604
355,2019_1133_1297,0.23147078211542965
356,2019_1133_1300,0.9676197664291233
357,2019_1133_1305,0.0374864208975976
358,2019_1133_1308,0.07415857116192706
359,2019_1133_1314,0.004931487768844963
360,2019_1133_1318,0.1551726532287676
361,2019_1133_1326,0.02731672466384624
362,2019_1133_1328,0.016330173987109304
363,2019_1133_1330,0.23435769152462385
364,2019_1133_1332,0.0211085736847776
365,2019_1133_1341,0.7229323060331794
366,2019_1133_1345,0.006411806908868384
367,2019_1133_1371,0.0659959591310263
368,2019_1133_1385,0.15914336764267475
369,2019_1133_1387,0.20190575727179727
370,2019_1133_1388,0.03624341931314391
371,2019_1133_1393,0.04735700644825883
372,2019_1133_1396,0.099973299132196
373,2019_1133_1397,0.008131236525347809
374,2019_1133_1403,0.0028995867556568067
375,2019_1133_1414,0.10874007707686766
376,2019_1133_1416,0.04127179557202438
377,2019_1133_1429,0.07364062483863083
378,2019_1133_1433,0.0626613457808876
379,2019_1133_1436,0.1737528026640747
380,2019_1133_1437,0.03681882937741116
381,2019_1133_1438,0.0015345034388969479
382,2019_1133_1439,0.015038091232327888
383,2019_1133_1449,0.03608318025245181
384,2019_1133_1458,0.012357398762264075
385,2019_1133_1459,0.019695366586125796
386,2019_1133_1463,0.13110961659863538
387,2019_1138_1153,0.6039903366557783
388,2019_1138_1159,0.9508809525312866
389,2019_1138_1181,0.09506752512057873
390,2019_1138_1192,0.9937269293722701
391,2019_1138_1196,0.42056427196823376
392,2019_1138_1199,0.3195760914660927
393,2019_1138_1205,0.9740272139759328
394,2019_1138_1209,0.8749777603451925
395,2019_1138_1211,0.1220056063138259
396,2019_1138_1222,0.4040848280619112
397,2019_1138_1233,0.9921518116828026
398,2019_1138_1234,0.5184600606041878
399,2019_1138_1235,0.428120006585225
400,2019_1138_1242,0.2532303011987338
401,2019_1138_1243,0.45540125622226524
402,2019_1138_1246,0.17193959826977706
403,2019_1138_1251,0.8641864543959139
404,2019_1138_1257,0.47349189429877775
405,2019_1138_1261,0.4875936126580643
406,2019_1138_1266,0.7245625059911186
407,2019_1138_1268,0.5131715697433156
408,2019_1138_1276,0.1829228166759281
409,2019_1138_1277,0.09158804839190829
410,2019_1138_1278,0.5057588503789395
411,2019_1138_1279,0.7453600530105576
412,2019_1138_1280,0.54302072678726
413,2019_1138_1285,0.9517960686366529
414,2019_1138_1293,0.7260317189481728
415,2019_1138_1295,0.9858083036124655
416,2019_1138_1297,0.924718239885117
417,2019_1138_1300,0.9991801485312679
418,2019_1138_1305,0.6136560887681279
419,2019_1138_1308,0.7656265642342279
420,2019_1138_1314,0.1681361478371556
421,2019_1138_1318,0.88222615765604
422,2019_1138_1326,0.5338772073778563
423,2019_1138_1328,0.40371739704128456
424,2019_1138_1330,0.9258354043428253
425,2019_1138_1332,0.46792777031855265
426,2019_1138_1341,0.9906901594491258
427,2019_1138_1345,0.20834908393867013
428,2019_1138_1371,0.7423825391753684
429,2019_1138_1385,0.8853054728014559
430,2019_1138_1387,0.9116419889328214
431,2019_1138_1388,0.6053231723633659
432,2019_1138_1393,0.6696827854676514
433,2019_1138_1396,0.8191730483448911
434,2019_1138_1397,0.25056491752145094
435,2019_1138_1403,0.10602460007219515
436,2019_1138_1414,0.8326603800194907
437,2019_1138_1416,0.6371112256994117
438,2019_1138_1429,0.7642657981051989
439,2019_1138_1433,0.7316433440640125
440,2019_1138_1436,0.8955767668508301
441,2019_1138_1437,0.609222210451065
442,2019_1138_1438,0.0589816298737418
443,2019_1138_1439,0.383731315879272
444,2019_1138_1449,0.6042243283093854
445,2019_1138_1458,0.3378724436638483
446,2019_1138_1459,0.450363076389486
447,2019_1138_1463,0.8602169325453654
448,2019_1153_1159,0.926967960844924
449,2019_1153_1181,0.06444100127686138
450,2019_1153_1192,0.9904637719536812
451,2019_1153_1196,0.32244052172117493
452,2019_1153_1199,0.23544046610459318
453,2019_1153_1205,0.960919564282041
454,2019_1153_1209,0.8210658738123007
455,2019_1153_1211,0.08350160770509632
456,2019_1153_1222,0.307763779409594
457,2019_1153_1233,0.98807913067929
458,2019_1153_1234,0.41380748742088963
459,2019_1153_1235,0.3292350512750602
460,2019_1153_1242,0.181892380439611
461,2019_1153_1243,0.3541168692082659
462,2019_1153_1246,0.11982756620946675
463,2019_1153_1251,0.8066494580250285
464,2019_1153_1257,0.3709244052813558
465,2019_1153_1261,0.38420048060707995
466,2019_1153_1266,0.6329947779830246
467,2019_1153_1268,0.408680514136804
468,2019_1153_1276,0.12799650409152635
469,2019_1153_1277,0.062005651136447376
470,2019_1153_1278,0.4015322473176526
471,2019_1153_1279,0.6574375052974535
472,2019_1153_1280,0.43791906002046677
473,2019_1153_1285,0.9282949940538384
474,2019_1153_1293,0.6347061761591728
475,2019_1153_1295,0.978515054030089
476,2019_1153_1297,0.8895477604907883
477,2019_1153_1300,0.9987501061377256
478,2019_1153_1305,0.5101449835902968
479,2019_1153_1308,0.6817135080041575
480,2019_1153_1314,0.11701398039157676
481,2019_1153_1318,0.8308356151939772
482,2019_1153_1326,0.4288843429031086
483,2019_1153_1328,0.3074387468762136
484,2019_1153_1330,0.8911253968564498
485,2019_1153_1332,0.3657283427197803
486,2019_1153_1341,0.9858697819451115
487,2019_1153_1345,0.1471631048880996
488,2019_1153_1371,0.6539092758944515
489,2019_1153_1385,0.8350072986813591
490,2019_1153_1387,0.8712132979300068
491,2019_1153_1388,0.5013934954448508
492,2019_1153_1393,0.5706808354523591
493,2019_1153_1396,0.7481243382519411
494,2019_1153_1397,0.17979708214535603
495,2019_1153_1403,0.07214962951206316
496,2019_1153_1414,0.765393284108061
497,2019_1153_1416,0.5351237163818158
498,2019_1153_1429,0.6800691289055528
499,2019_1153_1433,0.6412641278812273
500,2019_1153_1436,0.8490147662352351
501,2019_1153_1437,0.505480474813419
502,2019_1153_1438,0.039473278981573115
503,2019_1153_1439,0.28990167126182936
504,2019_1153_1449,0.5002441880064399
505,2019_1153_1458,0.2506946339170136
506,2019_1153_1459,0.34948015093281043
507,2019_1153_1463,0.8013847584362184
508,2019_1159_1181,0.005397468370481918
509,2019_1159_1192,0.8911028710754555
510,2019_1159_1196,0.03613819101645009
511,2019_1159_1199,0.023686907293728323
512,2019_1159_1205,0.6595410546159092
513,2019_1159_1209,0.26552763670196006
514,2019_1159_1211,0.007126992147084065
515,2019_1159_1222,0.0338423588497846
516,2019_1159_1233,0.8672031957431081
517,2019_1159_1234,0.05268671849684904
518,2019_1159_1235,0.03723121031241223
519,2019_1159_1242,0.01721519508263448
520,2019_1159_1243,0.041407238301375056
521,2019_1159_1246,0.010612189041776233
522,2019_1159_1251,0.24738002944181356
523,2019_1159_1257,0.044392691912728224
524,2019_1159_1261,0.04685202167235871
525,2019_1159_1266,0.11963059702071385
526,2019_1159_1268,0.05163979489344482
527,2019_1159_1276,0.011432355489698775
528,2019_1159_1277,0.005181130261576586
529,2019_1159_1278,0.05020632078460972
530,2019_1159_1279,0.1313444452848156
531,2019_1159_1280,0.05783257378523633
532,2019_1159_1285,0.5049423256052016
533,2019_1159_1293,0.12040940690418314
534,2019_1159_1295,0.7820519799618911
535,2019_1159_1297,0.38819897875387976
536,2019_1159_1300,0.9843641094646318
537,2019_1159_1305,0.07582779214716653
538,2019_1159_1308,0.14438199919213943
539,2019_1159_1314,0.01033290655158344
540,2019_1159_1318,0.27899382997336264
541,2019_1159_1326,0.05586012604724906
542,2019_1159_1328,0.03379249541758611
543,2019_1159_1330,0.3920434620180458
544,2019_1159_1332,0.04345484789383455
545,2019_1159_1341,0.8460811284309117
546,2019_1159_1345,0.013412752339924778
547,2019_1159_1371,0.12957165601366785
548,2019_1159_1385,0.2850638949654554
549,2019_1159_1387,0.3476715949082371
550,2019_1159_1388,0.07341040516797305
551,2019_1159_1393,0.09479973661570208
552,2019_1159_1396,0.18963471861277492
553,2019_1159_1397,0.016977519021646743
554,2019_1159_1403,0.006089099346651241
555,2019_1159_1414,0.20447772251548535
556,2019_1159_1416,0.0831504020905904
557,2019_1159_1429,0.14344958283890094
558,2019_1159_1433,0.12344929882416451
559,2019_1159_1436,0.3070122829969522
560,2019_1159_1437,0.07453025593650801
561,2019_1159_1438,0.003227299971311492
562,2019_1159_1439,0.031162522498472414
563,2019_1159_1449,0.07309830718295034
564,2019_1159_1458,0.025682433617701134
565,2019_1159_1459,0.04060763226198866
566,2019_1159_1463,0.24121178767063997
567,2019_1181_1192,0.9993372638187757
568,2019_1181_1196,0.873560857532854
569,2019_1181_1199,0.8172093104103202
570,2019_1181_1205,0.9972065041537745
571,2019_1181_1209,0.9852111280168019
572,2019_1181_1211,0.5694728976553174
573,2019_1181_1222,0.8658555192689537
574,2019_1181_1233,0.9991696790172797
575,2019_1181_1234,0.911100601640783
576,2019_1181_1235,0.8769380542625969
577,2019_1181_1242,0.7634732260119699
578,2019_1181_1243,0.888390355002603
579,2019_1181_1246,0.6640357577157792
580,2019_1181_1251,0.9837580042539724
581,2019_1181_1257,0.8954014234726885
582,2019_1181_1261,0.9005757638814389
583,2019_1181_1266,0.9615977967286123
584,2019_1181_1268,0.9093704804300428
585,2019_1181_1276,0.6806161589145595
586,2019_1181_1277,0.48972068508920585
587,2019_1181_1278,0.9068959927529203
588,2019_1181_1279,0.9653532759191598
589,2019_1181_1280,0.9187724178974233
590,2019_1181_1285,0.9947076386792949
591,2019_1181_1293,0.9618691769840197
592,2019_1181_1295,0.9984899163557841
593,2019_1181_1297,0.9915199719684371
594,2019_1181_1300,0.999913807509749
595,2019_1181_1305,0.9379630771103241
596,2019_1181_1308,0.9688426770983586
597,2019_1181_1314,0.6579966690987823
598,2019_1181_1318,0.9861695602882382
599,2019_1181_1326,0.9159839420035772
600,2019_1181_1328,0.8656781643722041
601,2019_1181_1330,0.9916547600059561
602,2019_1181_1332,0.8932911840176044
603,2019_1181_1341,0.9990137401897813
604,2019_1181_1345,0.7147095709239147
605,2019_1181_1371,0.9648267605871392
606,2019_1181_1385,0.9865725344065186
607,2019_1181_1387,0.9899205362732894
608,2019_1181_1388,0.935894304746352
609,2019_1181_1393,0.9507351565702659
610,2019_1181_1396,0.9773354735597888
611,2019_1181_1397,0.7609095324326386
612,2019_1181_1403,0.5302796549794142
613,2019_1181_1414,0.9793237093818398
614,2019_1181_1416,0.9435408341304515
615,2019_1181_1429,0.9686134102336169
616,2019_1181_1433,0.9628970630543443
617,2019_1181_1436,0.9878989701900794
618,2019_1181_1437,0.9368682066989817
619,2019_1181_1438,0.3736797913061547
620,2019_1181_1439,0.8556392766895777
621,2019_1181_1449,0.9356179344407145
622,2019_1181_1458,0.8292731019407049
623,2019_1181_1459,0.886358254080394
624,2019_1181_1463,0.9832154099981926
625,2019_1192_1196,0.004560928039816034
626,2019_1192_1199,0.002956108868051417
627,2019_1192_1205,0.19141988180905134
628,2019_1192_1209,0.0423102891420259
629,2019_1192_1211,0.0008764329155473477
630,2019_1192_1222,0.004262304593660814
631,2019_1192_1233,0.44383628118683904
632,2019_1192_1234,0.006750759958838452
633,2019_1192_1235,0.004703536436691517
634,2019_1192_1242,0.002136051642163065
635,2019_1192_1243,0.00525100617989353
636,2019_1192_1246,0.001309050607785126
637,2019_1192_1251,0.03861646191237116
638,2019_1192_1257,0.005644953917457682
639,2019_1192_1261,0.005971094143409187
640,2019_1192_1266,0.016334715497611348
641,2019_1192_1268,0.006610248138413658
642,2019_1192_1276,0.0014112465697994
643,2019_1192_1277,0.0006360497357859805
644,2019_1192_1278,0.006418294026989455
645,2019_1192_1279,0.018142595983264273
646,2019_1192_1280,0.007445360988562934
647,2019_1192_1285,0.11083007880202217
648,2019_1192_1293,0.016453624579286362
649,2019_1192_1295,0.3048314190045546
650,2019_1192_1297,0.07196101983411599
651,2019_1192_1300,0.884970614351313
652,2019_1192_1305,0.009927262580529039
653,2019_1192_1308,0.020204836022366546
654,2019_1192_1314,0.0012742848044455899
655,2019_1192_1318,0.04515197704474508
656,2019_1192_1326,0.007178334927323712
657,2019_1192_1328,0.004255832520926327
658,2019_1192_1330,0.07304761005204745
659,2019_1192_1332,0.005520968762685258
660,2019_1192_1341,0.40182408289886434
661,2019_1192_1345,0.0016586256544654362
662,2019_1192_1371,0.017866295003908572
663,2019_1192_1385,0.04646220299312574
664,2019_1192_1387,0.06114862119371875
665,2019_1192_1388,0.009588983360625941
666,2019_1192_1393,0.012636489266508812
667,2019_1192_1396,0.02780216244663661
668,2019_1192_1397,0.0021061147886370173
669,2019_1192_1403,0.0007481134855104698
670,2019_1192_1414,0.030454314739385303
671,2019_1192_1416,0.010961409250715148
672,2019_1192_1429,0.020055556346015677
673,2019_1192_1433,0.01691950166395296
674,2019_1192_1436,0.05135927444698664
675,2019_1192_1437,0.009745499705036846
676,2019_1192_1438,0.000395510754962361
677,2019_1192_1439,0.003915298205716546
678,2019_1192_1449,0.00954542146226855
679,2019_1192_1458,0.0032108929409285225
680,2019_1192_1459,0.005145857098496872
681,2019_1192_1463,0.037394952575781
682,2019_1196_1199,0.3928714008420085
683,2019_1196_1205,0.981013392437292
684,2019_1196_1209,0.9060361550292942
685,2019_1196_1211,0.1606889442520072
686,2019_1196_1222,0.48300375061838086
687,2019_1196_1233,0.9942913954685807
688,2019_1196_1234,0.5973260948803862
689,2019_1196_1235,0.5077335528163658
690,2019_1196_1242,0.31843024098553324
691,2019_1196_1243,0.5353389640621486
692,2019_1196_1246,0.22244395240767398
693,2019_1196_1251,0.8976119547376875
694,2019_1196_1257,0.5533784088926806
695,2019_1196_1261,0.5672958137284241
696,2019_1196_1266,0.7837524857198856
697,2019_1196_1268,0.5922225110322608
698,2019_1196_1276,0.23573487938385917
699,2019_1196_1277,0.12196686964583946
