TeamName,Season,TeamID,FirstD1Season,LastD1Season,Seed,rank_x,team_x,conference_x,record_x,adj_em_x,adj_o_x,adj_o_rank_x,adj_d_x,adj_d_rank_x,adj_tempo_x,adj_tempo_rank_x,luck_x,luck_rank_x,sos_adj_em_x,sos_adj_em_rank_x,sos_adj_o_x,sos_adj_o_rank_x,sos_adj_d_x,sos_adj_d_rank_x,nc_sos_adj_em_x,nc_sos_adj_em_rank_x,ncaa_seed_x,rank_y,team_y,conference_y,record_y,adj_em_y,adj_o_y,adj_o_rank_y,adj_d_y,adj_d_rank_y,adj_tempo_y,adj_tempo_rank_y,luck_y,luck_rank_y,sos_adj_em_y,sos_adj_em_rank_y,sos_adj_o_y,sos_adj_o_rank_y,sos_adj_d_y,sos_adj_d_rank_y,nc_sos_adj_em_y,nc_sos_adj_em_rank_y,ncaa_seed_y
Davidson,2018,1172,1985,2020,Y12,43,Davidson,A10,21-12,14.7,117.0,16,102.3,120,64.5,332,-0.063,318,2.11,104,105.6,116,103.5,91,1.33,121,12,43.0,Davidson,A10,21-11,14.91,117.4,18.0,102.5,115.0,64.2,335.0,-0.051,297.0,1.88,107.0,105.9,130.0,104.0,96.0,1.71,118.0,12.0
Duke,2018,1181,1985,2020,X02,3,Duke,ACC,29-8,28.86,122.4,3,93.6,9,69.7,93,-0.034,271,10.6,15,110.4,30,99.8,10,4.09,58,2,3.0,Duke,ACC,26-7,29.13,122.6,3.0,93.5,7.0,70.0,78.0,-0.028999999999999998,260.0,10.9,13.0,111.0,26.0,100.1,10.0,4.61,51.0,2.0
Florida,2018,1196,1985,2020,W06,22,Florida,SEC,21-13,18.96,114.5,41,95.5,24,67.1,226,-0.059000000000000004,310,10.74,13,110.2,31,99.5,4,4.57,46,6,23.0,Florida,SEC,20-12,18.71,115.1,37.0,96.4,25.0,66.8,239.0,-0.049,294.0,10.74,14.0,110.7,32.0,100.0,7.0,4.49,54.0,6.0
Florida St,2018,1199,1985,2020,Z09,27,Florida St.,ACC,23-12,17.77,114.3,43,96.5,33,71.2,45,-0.028999999999999998,261,9.27,36,109.6,45,100.3,20,-6.91,330,9,35.0,Florida St.,ACC,20-11,15.82,115.8,30.0,100.0,76.0,71.6,31.0,-0.032,265.0,7.99,54.0,109.2,59.0,101.2,38.0,-6.72,331.0,9.0
Georgia St,2018,1209,1985,2020,Y15,101,Georgia St.,SB,24-11,6.92,108.8,102,101.9,110,66.8,246,-0.015,218,-2.51,207,103.4,229,105.9,186,-3.22,263,15,96.0,Georgia St.,SB,24-10,7.21,109.0,101.0,101.8,106.0,66.9,236.0,-0.022000000000000002,238.0,-2.79,227.0,103.7,226.0,106.5,211.0,-2.88,259.0,15.0
Gonzaga,2018,1211,1985,2020,Z04,10,Gonzaga,WCC,32-5,23.03,118.1,14,95.1,18,69.4,107,0.009000000000000001,153,1.57,108,106.4,102,104.8,128,3.12,78,4,8.0,Gonzaga,WCC,30-4,24.74,119.8,12.0,95.1,17.0,69.0,125.0,-0.006,191.0,0.95,127.0,106.6,107.0,105.6,154.0,3.24,82.0,4.0
Houston,2018,1222,1985,2020,Z06,18,Houston,Amer,27-8,20.24,114.6,38,94.4,13,68.4,167,-0.015,216,3.9,81,106.6,95,102.7,75,-3.08,254,6,17.0,Houston,Amer,26-7,20.54,115.8,31.0,95.2,18.0,68.2,174.0,-0.009000000000000001,200.0,3.39,86.0,106.7,103.0,103.3,80.0,-2.71,251.0,6.0
Iona,2018,1233,1985,2020,X15,137,Iona,MAAC,20-14,2.63,110.0,80,107.3,218,70.7,58,-0.008,196,-2.12,195,103.1,240,105.2,151,2.14,95,15,134.0,Iona,MAAC,20-13,2.87,110.3,80.0,107.4,212.0,70.7,56.0,-0.022000000000000002,239.0,-2.39,211.0,103.3,254.0,105.7,156.0,2.26,102.0,15.0
Kansas,2018,1242,1985,2020,X01,9,Kansas,B12,31-8,23.49,120.9,5,97.4,47,68.8,144,0.076,23,12.41,2,111.7,3,99.3,3,3.55,70,1,9.0,Kansas,B12,27-7,23.24,120.9,6.0,97.7,46.0,68.4,161.0,0.06,50.0,11.49,6.0,111.7,12.0,100.2,11.0,3.71,76.0,1.0
Kansas St,2018,1243,1985,2020,Y09,42,Kansas St.,B12,25-12,14.77,110.1,78,95.3,21,65.6,302,0.071,31,9.39,34,111.0,14,101.6,59,-6.5,324,9,44.0,Kansas St.,B12,22-11,14.75,112.2,60.0,97.4,41.0,65.5,302.0,0.055999999999999994,56.0,9.2,39.0,111.4,17.0,102.2,60.0,-6.03,321.0,9.0
Kentucky,2018,1246,1985,2020,Y05,17,Kentucky,SEC,26-11,20.44,115.8,24,95.4,22,68.8,146,-0.008,199,10.91,12,110.8,22,99.8,11,4.67,44,5,18.0,Kentucky,SEC,24-10,20.41,116.4,25.0,96.0,23.0,68.6,154.0,-0.001,177.0,11.17,9.0,111.1,21.0,99.9,4.0,5.05,43.0,5.0
LIU Brooklyn,2018,1254,1985,2020,W16a,259,LIU Brooklyn,NEC,18-17,-8.27,102.3,220,110.6,287,71.6,37,0.012,144,-8.68,336,100.2,334,108.9,333,-6.06,317,16,251.0,LIU Brooklyn,NEC,18-16,-7.8,103.3,211.0,111.1,294.0,71.4,39.0,0.015,136.0,-8.39,335.0,100.7,335.0,109.0,330.0,-5.78,317.0,16.0
Lipscomb,2018,1252,2003,2020,Z15,167,Lipscomb,ASun,23-10,0.43,103.2,203,102.8,125,74.9,5,0.11199999999999999,7,-4.31,267,103.2,235,107.5,278,5.84,30,15,165.0,Lipscomb,ASun,23-9,0.36,103.8,197.0,103.4,131.0,74.9,5.0,0.114,6.0,-4.94,280.0,103.2,259.0,108.1,294.0,6.07,30.0,15.0
Loyola-Chicago,2018,1260,1985,2020,Y11,31,Loyola Chicago,MVC,32-6,16.39,111.4,63,95.0,17,65.5,307,0.077,22,2.48,99,104.8,156,102.3,72,-5.47,315,11,41.0,Loyola Chicago,MVC,28-5,15.14,111.3,68.0,96.2,24.0,65.3,312.0,0.057999999999999996,53.0,0.07,140.0,103.8,224.0,103.7,89.0,-5.63,316.0,11.0
Marshall,2018,1267,1985,2020,W13,105,Marshall,CUSA,25-11,6.53,109.4,93,102.9,126,74.7,6,0.06,54,0.07,137,105.6,118,105.5,164,-7.0,333,13,114.0,Marshall,CUSA,24-10,5.38,109.3,96.0,103.9,144.0,74.8,6.0,0.04,80.0,-1.67,184.0,104.8,175.0,106.4,204.0,-6.83,334.0,13.0
Miami FL,2018,1274,1986,2020,Y06,37,Miami FL,ACC,22-10,15.43,112.9,53,97.4,48,67.0,233,0.017,128,8.08,52,109.1,52,101.0,42,-3.82,284,6,36.0,Miami FL,ACC,22-9,15.71,113.3,52.0,97.6,45.0,67.1,225.0,0.034,95.0,8.17,50.0,109.6,50.0,101.4,44.0,-3.58,283.0,6.0
Michigan,2018,1276,1985,2020,Z03,7,Michigan,B10,33-8,24.2,114.7,35,90.5,3,64.9,324,0.052000000000000005,61,10.32,18,111.4,7,101.1,47,-4.83,301,3,10.0,Michigan,B10,28-7,23.19,115.9,29.0,92.7,5.0,64.4,333.0,0.037000000000000005,90.0,8.78,41.0,111.1,22.0,102.3,63.0,-4.6,300.0,3.0
Michigan St,2018,1277,1985,2020,X03,6,Michigan St.,B10,30-5,25.41,119.2,13,93.8,10,67.0,234,0.038,83,6.64,62,108.6,63,101.9,65,-5.03,303,3,6.0,Michigan St.,B10,29-4,26.35,120.0,9.0,93.6,9.0,67.1,222.0,0.048,64.0,6.5,64.0,109.0,62.0,102.5,67.0,-4.7,303.0,3.0
Missouri,2018,1281,1985,2020,Z08,40,Missouri,SEC,20-13,14.83,111.9,58,97.0,43,65.7,296,-0.025,249,9.55,32,109.8,41,100.2,19,1.07,132,8,38.0,Missouri,SEC,20-12,15.47,113.3,53.0,97.8,47.0,65.6,298.0,-0.021,237.0,9.6,32.0,110.1,42.0,100.5,13.0,1.3,136.0,8.0
Montana,2018,1285,1985,2020,Z14,72,Montana,BSky,26-8,10.4,108.8,101,98.4,56,68.0,185,0.0,175,-1.96,186,104.0,192,106.0,192,2.09,98,14,71.0,Montana,BSky,26-7,10.83,110.1,82.0,99.3,65.0,68.0,183.0,-0.005,185.0,-2.18,204.0,104.3,196.0,106.5,206.0,2.52,91.0,14.0
Murray St,2018,1293,1985,2020,W12,62,Murray St.,OVC,26-6,12.19,112.9,54,100.7,93,67.2,222,0.0,176,-3.56,243,102.9,253,106.4,222,-0.99,185,12,59.0,Murray St.,OVC,26-5,12.7,113.1,56.0,100.4,82.0,67.3,216.0,-0.013000000000000001,208.0,-4.19,261.0,102.8,275.0,107.0,237.0,-0.76,183.0,12.0
NC Central,2018,1300,2008,2020,Z16a,316,North Carolina Central,MEAC,19-16,-13.41,96.6,314,110.0,276,65.0,321,0.019,126,-12.78,350,98.4,349,111.2,351,-1.47,196,16,309.0,North Carolina Central,MEAC,19-15,-12.74,98.2,301.0,110.9,288.0,64.9,320.0,0.017,128.0,-12.75,350.0,98.7,349.0,111.4,351.0,-1.58,206.0,16.0
NC State,2018,1301,1985,2020,X09,46,N.C. State,ACC,21-12,14.52,116.3,21,101.8,109,71.4,38,-0.001,178,7.71,55,108.6,62,100.9,39,-9.71,342,9,42.0,North Carolina St.,ACC,21-11,15.13,116.4,24.0,101.3,99.0,71.4,40.0,0.006999999999999999,156.0,7.64,55.0,108.9,63.0,101.3,41.0,-9.44,343.0,9.0
Nevada,2018,1305,1985,2020,Y07,25,Nevada,MWC,29-8,18.39,120.2,7,101.8,108,69.4,105,-0.026000000000000002,255,5.13,74,107.0,87,101.8,63,3.61,67,7,24.0,Nevada,MWC,27-7,18.18,119.9,10.0,101.7,105.0,69.5,99.0,-0.027999999999999997,259.0,4.45,79.0,107.3,90.0,102.9,72.0,4.2,61.0,7.0
New Mexico St,2018,1308,1985,2020,X12,60,New Mexico St.,WAC,28-6,12.92,107.9,116,95.0,16,68.5,165,0.027000000000000003,106,-1.4,174,104.0,193,105.4,157,3.7,66,12,55.0,New Mexico St.,WAC,28-5,13.56,108.5,116.0,94.9,14.0,68.2,173.0,0.032,97.0,-1.51,176.0,104.2,199.0,105.8,162.0,4.19,62.0,12.0
North Carolina,2018,1314,1985,2020,Z02,8,North Carolina,ACC,26-11,23.59,120.3,6,96.7,38,71.2,46,-0.011000000000000001,207,13.26,1,111.6,5,98.3,1,7.58,17,2,7.0,North Carolina,ACC,25-10,25.03,122.0,4.0,96.9,34.0,71.0,50.0,-0.019,227.0,14.05,1.0,112.5,1.0,98.4,1.0,7.99,15.0,2.0
Ohio St,2018,1326,1985,2020,Z05,16,Ohio St.,B10,25-9,21.16,116.0,23,94.9,15,67.0,238,0.02,124,8.75,44,109.8,40,101.1,46,0.26,151,5,15.0,Ohio St.,B10,24-8,21.11,116.2,27.0,95.0,16.0,66.4,260.0,0.027000000000000003,107.0,8.16,51.0,109.8,47.0,101.6,48.0,0.41,153.0,5.0
Oklahoma,2018,1328,1985,2020,X10,48,Oklahoma,B12,18-14,14.16,114.6,37,100.5,85,75.5,4,-0.008,198,11.68,5,111.3,11,99.6,6,2.13,96,10,47.0,Oklahoma,B12,18-13,14.42,115.1,38.0,100.7,83.0,75.8,4.0,0.005,160.0,11.96,2.0,111.9,8.0,99.9,3.0,2.24,103.0,10.0
Penn,2018,1335,1985,2020,X16,125,Penn,Ivy,24-9,3.69,103.1,208,99.4,72,68.9,132,0.076,24,-4.15,261,103.7,209,107.8,296,-2.98,249,16,127.0,Penn,Ivy,24-8,3.7,103.6,205.0,99.9,73.0,68.9,131.0,0.078,23.0,-4.63,271.0,103.7,228.0,108.3,309.0,-2.77,253.0,16.0
Providence,2018,1344,1985,2020,Z10,63,Providence,BE,21-14,12.17,108.9,100,96.7,36,67.1,227,0.07400000000000001,28,10.58,17,111.6,4,101.1,45,-1.38,193,10,63.0,Providence,BE,21-13,11.92,108.9,104.0,97.0,35.0,67.1,223.0,0.08800000000000001,20.0,10.42,19.0,112.0,5.0,101.6,49.0,-1.02,187.0,10.0
Purdue,2018,1345,1985,2020,W02,5,Purdue,B10,30-7,26.27,122.7,2,96.4,31,67.2,223,0.006,163,9.02,41,109.1,51,100.1,14,0.69,144,2,5.0,Purdue,B10,28-6,26.67,123.2,2.0,96.6,28.0,67.2,219.0,0.003,167.0,8.55,44.0,109.3,54.0,100.8,22.0,0.91,145.0,2.0
Radford,2018,1347,1985,2020,W16b,170,Radford,BSth,23-13,0.07,102.9,212,102.9,127,63.0,344,0.063,45,-4.03,255,102.8,259,106.9,249,3.49,71,16,170.0,Radford,BSth,22-12,-0.05,103.6,203.0,103.6,133.0,62.7,346.0,0.044000000000000004,69.0,-4.43,268.0,102.7,278.0,107.1,244.0,4.01,69.0,16.0
Rhode Island,2018,1348,1985,2020,X07,52,Rhode Island,A10,26-8,13.93,111.1,69,97.2,46,68.4,173,0.063,44,3.49,85,107.6,75,104.1,107,3.83,64,7,49.0,Rhode Island,A10,25-7,14.38,111.7,66.0,97.3,38.0,68.7,146.0,0.037000000000000005,87.0,2.69,96.0,107.4,86.0,104.7,119.0,4.06,67.0,7.0
S Dakota St,2018,1355,2006,2020,Z12,78,South Dakota St.,Sum,28-7,10.2,113.8,47,103.6,150,70.5,61,0.09699999999999999,13,-0.09,141,105.8,113,105.9,188,3.59,68,12,75.0,South Dakota St.,Sum,28-6,10.59,114.6,41.0,104.0,148.0,70.3,71.0,0.111,7.0,-0.1,141.0,106.1,118.0,106.2,189.0,3.91,72.0,12.0
SF Austin,2018,1372,1987,2020,W14,112,Stephen F. Austin,Slnd,28-7,5.58,104.5,181,99.0,64,71.1,49,0.031,97,-7.16,319,100.6,330,107.8,293,-2.26,225,14,111.0,Stephen F. Austin,Slnd,28-6,5.56,105.0,177.0,99.4,67.0,71.1,48.0,0.037000000000000005,85.0,-7.58,330.0,100.8,330.0,108.4,312.0,-2.05,225.0,14.0
San Diego St,2018,1361,1985,2020,Z11,50,San Diego St.,MWC,22-11,14.09,110.5,77,96.4,30,68.8,142,-0.032,265,3.46,86,107.2,80,103.8,96,-0.8,177,11,50.0,San Diego St.,MWC,22-10,14.15,111.3,69.0,97.1,36.0,68.7,147.0,-0.015,217.0,3.37,87.0,107.5,85.0,104.2,101.0,-0.17,170.0,11.0
Seton Hall,2018,1371,1985,2020,X08,26,Seton Hall,BE,22-12,18.04,116.9,17,98.8,62,69.5,103,-0.027999999999999997,260,10.12,21,110.5,27,100.4,24,0.0,157,8,26.0,Seton Hall,BE,21-11,17.34,116.3,26.0,99.0,58.0,69.3,104.0,-0.02,234.0,9.58,34.0,110.4,36.0,100.9,24.0,0.42,152.0,8.0
St Bonaventure,2018,1382,1985,2020,W11a,68,St. Bonaventure,A10,26-8,11.21,110.8,74,99.5,74,69.4,104,0.078,21,2.8,94,107.0,86,104.2,111,1.17,127,11,69.0,St. Bonaventure,A10,25-7,11.2,112.3,59.0,101.1,94.0,69.2,109.0,0.077,25.0,2.2,101.0,107.0,98.0,104.8,121.0,1.43,128.0,11.0
Syracuse,2018,1393,1985,2020,X11b,41,Syracuse,ACC,23-14,14.82,107.0,135,92.2,5,62.9,345,0.021,119,9.81,27,111.3,9,101.5,58,-0.2,163,11,54.0,Syracuse,ACC,20-13,13.59,107.7,128.0,94.1,11.0,63.4,342.0,0.006999999999999999,157.0,8.72,43.0,111.0,27.0,102.2,61.0,-0.23,172.0,11.0
TCU,2018,1395,1985,2020,X06,24,TCU,B12,21-12,18.47,119.7,9,101.2,100,68.6,160,-0.067,322,9.67,29,110.7,24,101.0,43,-0.82,178,6,22.0,TCU,B12,21-11,18.92,120.6,8.0,101.7,104.0,68.7,142.0,-0.057999999999999996,311.0,9.82,27.0,111.5,15.0,101.6,50.0,-0.43,178.0,6.0
TX Southern,2018,1411,1985,2020,Z16b,243,Texas Southern,SWAC,16-20,-6.65,104.6,180,111.2,299,71.7,31,-0.01,206,-6.3,304,101.0,318,107.3,271,17.2,1,16,249.0,Texas Southern,SWAC,15-19,-7.66,105.3,173.0,112.9,315.0,71.6,35.0,-0.009000000000000001,199.0,-6.74,315.0,101.0,329.0,107.7,273.0,17.47,1.0,16.0
Tennessee,2018,1397,1985,2020,Y03,13,Tennessee,SEC,26-9,22.27,114.6,36,92.4,6,66.0,282,0.019,125,11.01,11,111.2,13,100.2,18,7.1,20,3,11.0,Tennessee,SEC,25-8,22.15,114.8,40.0,92.7,4.0,66.2,271.0,0.04,81.0,11.62,4.0,112.2,2.0,100.5,15.0,7.56,18.0,3.0
Texas,2018,1400,1985,2020,Y10,36,Texas,B12,19-15,15.43,109.5,89,94.1,12,65.2,316,-0.03,263,11.77,3,111.4,8,99.6,5,2.05,99,10,39.0,Texas,B12,19-14,15.46,109.4,94.0,93.9,10.0,65.2,315.0,-0.018000000000000002,223.0,11.77,3.0,111.7,11.0,99.9,5.0,2.19,105.0,10.0
Texas Tech,2018,1403,1985,2020,W03,11,Texas Tech,B12,27-10,22.59,113.3,50,90.8,4,66.7,247,-0.006999999999999999,195,10.31,19,110.7,23,100.4,25,-5.24,309,3,12.0,Texas Tech,B12,24-9,21.94,114.0,46.0,92.1,3.0,66.6,248.0,-0.021,236.0,9.26,37.0,110.4,38.0,101.1,34.0,-5.12,312.0,3.0
UCLA,2018,1417,1985,2020,W11b,56,UCLA,P12,21-12,13.52,115.0,31,101.4,103,70.3,70,-0.027000000000000003,257,6.42,63,108.1,72,101.7,60,2.93,81,11,48.0,UCLA,P12,21-11,14.38,116.4,23.0,102.1,110.0,70.5,57.0,-0.019,228.0,6.91,60.0,108.7,66.0,101.8,54.0,3.56,79.0,11.0
UMBC,2018,1420,1987,2020,Y16,166,UMBC,AE,25-11,0.5,103.1,206,102.6,124,68.4,170,0.125,2,-4.38,269,102.7,267,107.1,259,-3.55,277,16,184.0,UMBC,AE,24-10,-1.91,103.4,208.0,105.3,170.0,68.2,177.0,0.145,1.0,-5.63,296.0,102.5,286.0,108.2,296.0,-3.4,278.0,16.0
UNC Greensboro,2018,1422,1992,2020,Z13,82,UNC Greensboro,SC,27-8,9.22,104.9,174,95.7,26,65.2,317,-0.024,244,-4.57,280,103.7,210,108.2,315,-3.46,272,13,82.0,UNC Greensboro,SC,27-7,9.06,105.7,164.0,96.6,30.0,65.0,318.0,-0.011000000000000001,203.0,-4.99,282.0,103.6,231.0,108.6,319.0,-3.23,273.0,13.0
Villanova,2018,1437,1985,2020,W01,1,Villanova,BE,36-4,33.76,127.8,1,94.0,11,68.7,150,-0.018000000000000002,225,11.31,6,111.3,10,100.0,12,3.98,61,1,2.0,Villanova,BE,30-4,31.41,127.4,1.0,96.0,22.0,68.3,168.0,-0.018000000000000002,222.0,10.23,20.0,111.3,19.0,101.1,30.0,4.11,64.0,1.0
Virginia,2018,1438,1985,2020,Y01,2,Virginia,ACC,31-3,29.53,115.2,30,85.6,1,59.4,351,0.048,66,9.24,37,110.0,33,100.7,33,-0.08,158,1,1.0,Virginia,ACC,31-2,32.15,116.5,21.0,84.4,1.0,59.2,351.0,0.032,98.0,9.99,25.0,110.9,29.0,100.9,26.0,0.22,160.0,1.0
Virginia Tech,2018,1439,1985,2020,W08,33,Virginia Tech,ACC,21-12,16.03,115.3,28,99.3,70,68.7,147,-0.018000000000000002,229,7.91,53,109.2,47,101.3,52,-9.76,344,8,32.0,Virginia Tech,ACC,21-11,16.64,115.0,39.0,98.4,54.0,68.7,144.0,-0.003,180.0,8.18,49.0,109.9,44.0,101.7,52.0,-9.57,344.0,8.0
West Virginia,2018,1452,1985,2020,W05,12,West Virginia,B12,26-11,22.44,119.4,10,96.9,41,69.2,120,-0.013999999999999999,214,10.59,16,109.9,38,99.3,2,-4.72,299,5,13.0,West Virginia,B12,24-10,21.77,119.2,14.0,97.4,39.0,69.0,117.0,-0.009000000000000001,197.0,10.48,18.0,109.9,43.0,99.5,2.0,-4.24,297.0,5.0
Wichita St,2018,1455,1985,2020,W04,21,Wichita St.,Amer,25-8,19.03,121.0,4,101.9,111,68.6,162,-0.026000000000000002,254,5.13,73,107.3,79,102.2,70,1.55,114,4,20.0,Wichita St.,Amer,25-7,20.07,121.9,5.0,101.9,107.0,68.6,149.0,-0.015,215.0,5.55,74.0,107.9,78.0,102.3,64.0,2.05,108.0,4.0
Wright St,2018,1460,1988,2020,Y14,133,Wright St.,Horz,25-10,2.89,100.6,249,97.7,51,68.3,176,0.07400000000000001,27,-3.79,250,102.7,266,106.5,228,2.23,92,14,135.0,Wright St.,Horz,25-9,2.82,101.1,248.0,98.3,53.0,68.2,175.0,0.055999999999999994,57.0,-4.78,274.0,102.6,281.0,107.4,257.0,2.3,100.0,14.0
Xavier,2018,1462,1985,2020,Z01,15,Xavier,BE,29-6,21.51,120.1,8,98.6,57,70.5,62,0.091,17,9.35,35,109.9,37,100.6,29,1.84,108,1,14.0,Xavier,BE,28-5,21.69,120.7,7.0,99.0,59.0,70.4,61.0,0.109,9.0,9.62,31.0,110.3,39.0,100.7,18.0,2.09,107.0,1.0
