adj_em,adj_o,luck,adj_tempo,sos_adj_em,sos_adj_o,sos_adj_d,nc_sos_adj_em,ncaa_seed,threeptavg,twoptavg,win14pct,ftpct,OffRebGame,DefRebGame,TO_game,T2_adj_em,T2_adj_o,T2_luck,T2_adj_tempo,T2_sos_adj_em,T2_sos_adj_o,T2_sos_adj_d,T2_nc_sos_adj_em,T2_ncaa_seed,T2_threeptavg,T2_twoptavg,T2_win14pct,T2_ftpct,T2_OffRebGame,T2_DefRebGame,T2_TO_game
20.97,116.8,-0.038,68.3,6.66,107.9,101.3,-3.66,6.0,0.0,0.0,0.0,0.0,11.0,28.0,12.0,24.45,115.3,0.003,69.5,11.24,110.9,99.6,0.72,3.0,0.0,0.0,0.0,0.0,15.0,23.0,14.0
20.97,116.8,-0.038,68.3,6.66,107.9,101.3,-3.66,6.0,0.0,0.0,0.0,0.0,11.0,28.0,12.0,3.74,108.3,0.057,76.2,0.11,104.4,104.3,1.92,14.0,0.0,0.0,1.0,0.0,12.0,25.0,12.0
20.97,116.8,-0.038,68.3,6.66,107.9,101.3,-3.66,6.0,0.0,0.0,0.0,0.0,11.0,28.0,12.0,22.53,111.3,-0.079,66.0,3.61,104.8,101.2,6.45,11.0,0.0,0.0,0.0,0.0,11.0,25.0,9.0
20.97,116.8,-0.038,68.3,6.66,107.9,101.3,-3.66,6.0,0.0,0.0,0.0,0.0,11.0,28.0,12.0,16.55,110.1,-0.022000000000000002,63.3,9.57,110.3,100.7,1.24,7.0,0.0,0.0,0.0,0.0,11.0,23.0,10.0
20.97,116.8,-0.038,68.3,6.66,107.9,101.3,-3.66,6.0,0.0,0.0,0.0,0.0,11.0,28.0,12.0,22.52,117.1,0.047,71.9,8.16,108.2,100.0,1.73,2.0,0.0,0.0,0.0,0.0,13.0,27.0,12.0
20.97,116.8,-0.038,68.3,6.66,107.9,101.3,-3.66,6.0,0.0,0.0,0.0,0.0,11.0,28.0,12.0,14.33,110.4,0.026000000000000002,66.0,-0.85,105.5,106.4,-1.0,12.0,0.0,0.0,1.0,0.0,13.0,26.0,13.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,-5.1,104.5,0.061,69.5,-2.92,105.1,108.0,-0.19,16.0,0.0,0.0,1.0,0.0,11.0,24.0,14.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,19.06,118.9,-0.012,66.6,11.21,109.7,98.4,-3.12,5.0,0.0,0.0,0.0,0.0,13.0,23.0,12.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,2.95,105.9,0.044000000000000004,72.1,0.97,106.5,105.6,2.0,14.0,0.0,0.0,0.0,0.0,12.0,26.0,13.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,17.27,118.0,-0.009000000000000001,67.9,8.1,108.5,100.4,-4.1,9.0,0.0,0.0,0.0,0.0,11.0,25.0,10.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,18.32,112.5,-0.053,68.1,7.65,109.4,101.8,-2.58,4.0,0.0,0.0,0.0,0.0,11.0,28.0,12.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,6.5,107.5,0.132,66.3,-3.18,104.4,107.6,-0.04,12.0,0.0,0.0,1.0,0.0,10.0,24.0,12.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,17.06,111.2,-0.067,64.0,5.2,107.3,102.1,-1.21,9.0,0.0,0.0,0.0,0.0,13.0,25.0,11.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,12.91,108.8,0.015,69.0,7.51,109.5,102.0,-2.15,8.0,0.0,0.0,0.0,0.0,13.0,29.0,13.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,18.71,111.9,-0.036000000000000004,65.9,6.17,107.6,101.4,-0.91,9.0,0.0,0.0,0.0,0.0,9.0,27.0,11.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,6.26,104.0,-0.003,67.6,-6.5,100.6,107.1,-2.99,15.0,0.0,0.0,1.0,0.0,12.0,25.0,12.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,12.63,106.6,0.08199999999999999,67.8,3.89,107.3,103.4,2.58,7.0,0.0,0.0,0.0,0.0,9.0,28.0,13.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,21.87,121.9,-0.026000000000000002,67.7,11.23,112.0,100.7,3.52,4.0,0.0,0.0,0.0,0.0,12.0,24.0,9.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,-10.63,104.4,0.09699999999999999,71.5,-9.44,98.7,108.1,-0.17,16.0,0.0,0.0,1.0,0.0,10.0,22.0,13.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,-0.08,103.6,-0.038,67.0,-5.83,104.1,110.0,-1.87,16.0,0.0,0.0,1.0,0.0,11.0,27.0,12.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,6.63,107.4,0.085,69.0,1.65,105.3,103.7,-2.89,14.0,0.0,0.0,1.0,0.0,11.0,25.0,10.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,20.82,116.3,-0.038,67.3,3.51,107.3,103.8,6.12,11.0,0.0,0.0,1.0,0.0,10.0,28.0,11.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,-7.4,99.8,0.157,71.2,-9.75,98.9,108.7,1.91,16.0,0.0,0.0,0.0,0.0,14.0,27.0,13.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,12.16,108.2,0.013000000000000001,70.6,-2.32,102.5,104.9,-8.92,13.0,0.0,0.0,0.0,0.0,10.0,26.0,13.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,-11.39,97.1,0.065,63.6,-6.09,101.9,108.0,-6.27,16.0,0.0,0.0,1.0,0.0,8.0,21.0,10.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,23.05,121.7,0.0,68.2,6.4,108.8,102.4,-3.12,5.0,0.0,0.0,0.0,0.0,12.0,25.0,13.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,7.13,110.5,-0.005,71.9,-1.78,103.7,105.5,5.71,13.0,0.0,0.0,1.0,0.0,10.0,26.0,12.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,20.24,116.1,-0.071,68.8,9.12,110.2,101.1,1.28,7.0,0.0,0.0,0.0,0.0,11.0,26.0,10.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,20.95,121.2,-0.062,71.2,12.05,110.2,98.1,2.54,4.0,0.0,0.0,0.0,0.0,9.0,26.0,11.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,29.67,120.0,0.044000000000000004,69.0,12.61,111.4,98.8,3.62,1.0,0.0,0.0,1.0,0.0,10.0,26.0,12.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,25.14,121.8,-0.046,67.4,8.37,108.6,100.3,3.19,4.0,0.0,0.0,1.0,0.0,12.0,25.0,11.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,20.25,116.2,0.016,67.4,8.6,109.2,100.6,-1.86,5.0,0.0,0.0,0.0,0.0,9.0,26.0,12.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,22.44,119.4,0.077,65.9,11.67,111.6,99.9,2.63,3.0,0.0,0.0,0.0,0.0,9.0,25.0,10.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,14.15,114.6,0.013000000000000001,65.8,8.96,110.1,101.1,-2.15,11.0,0.0,0.0,0.0,0.0,7.0,24.0,9.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,27.97,123.4,-0.012,66.5,7.19,107.5,100.3,0.4,2.0,0.0,0.0,1.0,0.0,12.0,29.0,11.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,-7.2,106.5,-0.024,68.5,-5.34,102.2,107.6,2.9,15.0,0.0,0.0,1.0,0.0,10.0,26.0,11.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,29.82,124.4,-0.055,70.5,11.45,111.7,100.2,3.13,1.0,0.0,0.0,1.0,0.0,14.0,26.0,10.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,11.13,109.6,0.013000000000000001,62.9,4.8,106.1,101.3,7.57,11.0,0.0,0.0,1.0,0.0,5.0,24.0,9.0
13.24,109.2,0.055999999999999994,63.4,-0.77,104.2,104.9,-0.2,12.0,0.0,0.0,0.0,0.0,8.0,24.0,10.0,16.6,120.6,0.054000000000000006,64.6,10.75,111.3,100.5,-1.64,6.0,0.0,0.0,0.0,0.0,10.0,25.0,9.0
