TeamName,Season,TeamID,FirstD1Season,LastD1Season,Seed,rank_x,team_x,conference_x,record_x,adj_em_x,adj_o_x,adj_o_rank_x,adj_d_x,adj_d_rank_x,adj_tempo_x,adj_tempo_rank_x,luck_x,luck_rank_x,sos_adj_em_x,sos_adj_em_rank_x,sos_adj_o_x,sos_adj_o_rank_x,sos_adj_d_x,sos_adj_d_rank_x,nc_sos_adj_em_x,nc_sos_adj_em_rank_x,ncaa_seed_x,rank_y,team_y,conference_y,record_y,adj_em_y,adj_o_y,adj_o_rank_y,adj_d_y,adj_d_rank_y,adj_tempo_y,adj_tempo_rank_y,luck_y,luck_rank_y,sos_adj_em_y,sos_adj_em_rank_y,sos_adj_o_y,sos_adj_o_rank_y,sos_adj_d_y,sos_adj_d_rank_y,nc_sos_adj_em_y,nc_sos_adj_em_rank_y,ncaa_seed_y
F Dickinson,2019,1192,1985,2020,X16a,211,Fairleigh Dickinson,NEC,21-14,-4.22,106.5,139,110.7,295,66.8,223,0.04,81,-8.16,338,99.5,335,107.7,296,-1.86,215,16,208,Fairleigh Dickinson,NEC,20-13,-4.25,106.2,137,110.4,295,66.8,214,0.01,153,-8.75,340,98.7,340,107.4,299,-1.51,212,16.0
Florida,2019,1196,1985,2020,X10,26,Florida,SEC,20-16,18.3,110.5,61,92.2,16,62.9,344,-0.063,315,12.0,14,110.7,6,98.7,23,5.12,39,10,28,Florida,SEC,19-15,18.32,110.2,60,91.9,14,62.7,346,-0.07200000000000001,326,11.64,18,110.4,5,98.7,31,5.39,40,10.0
Florida St,2019,1199,1985,2020,X04,14,Florida St.,ACC,29-8,22.39,112.8,36,90.4,10,68.6,121,0.046,70,10.46,30,109.8,20,99.3,33,0.93,128,4,14,Florida St.,ACC,27-7,22.56,113.0,31,90.4,9,68.3,135,0.045,75,10.71,26,109.5,23,98.8,32,1.1,133,4.0
Gardner Webb,2019,1205,2003,2020,Z16,163,Gardner Webb,BSth,23-12,-0.04,107.8,109,107.8,245,67.4,189,0.07,29,-3.55,239,103.2,210,106.8,248,-4.07,278,16,167,Gardner Webb,BSth,23-11,-0.74,107.5,111,108.2,253,67.1,196,0.07,31,-4.53,265,102.3,242,106.9,268,-3.63,272,16.0
Georgia St,2019,1209,1985,2020,Y14,124,Georgia St.,SB,24-10,4.85,107.7,111,102.8,143,70.0,69,0.14300000000000002,2,1.09,115,105.2,121,104.1,137,3.5,70,14,111,Georgia St.,SB,24-9,5.6,107.9,107,102.3,137,69.9,67,0.126,3,0.94,122,104.8,122,103.9,146,4.05,64,14.0
Gonzaga,2019,1211,1985,2020,X01,2,Gonzaga,WCC,33-4,32.85,124.5,1,91.6,12,70.2,62,-0.001,180,4.46,75,106.9,69,102.5,87,1.87,105,1,2,Gonzaga,WCC,30-3,32.79,125.1,1,92.3,16,69.8,70,0.008,160,3.38,83,106.2,76,102.8,102,1.98,109,1.0
Houston,2019,1222,1985,2020,Y03,12,Houston,Amer,33-4,24.13,115.3,19,91.2,11,66.1,260,0.039,86,4.45,76,105.7,92,101.3,62,-4.16,283,3,15,Houston,Amer,31-3,22.42,114.1,24,91.7,13,66.1,247,0.057,50,3.15,88,104.8,124,101.6,66,-3.81,276,3.0
Iona,2019,1233,1985,2020,Y16,198,Iona,MAAC,17-16,-2.88,106.9,129,109.7,276,70.6,51,-0.024,245,-6.27,290,100.5,314,106.8,251,0.44,144,16,197,Iona,MAAC,17-15,-3.08,106.5,132,109.6,275,70.5,45,-0.025,245,-6.63,300,100.0,322,106.6,251,0.92,137,16.0
Iowa,2019,1234,1985,2020,Z10,37,Iowa,B10,23-12,16.02,117.4,15,101.3,111,69.5,84,0.05,63,10.64,26,108.9,42,98.3,16,-6.49,329,10,36,Iowa,B10,22-11,15.96,117.2,15,101.2,115,69.4,82,0.057,51,10.57,28,108.4,46,97.8,18,-6.6,332,10.0
Iowa St,2019,1235,1985,2020,Y06,15,Iowa St.,B12,23-12,22.09,118.9,9,96.8,47,67.7,171,-0.063,316,10.78,23,109.3,29,98.5,21,-1.56,206,6,16,Iowa St.,B12,23-11,21.85,119.0,9,97.1,59,67.6,161,-0.051,295,10.36,31,108.8,38,98.5,22,-1.45,210,6.0
Kansas,2019,1242,1985,2020,Y04,17,Kansas,B12,26-10,21.57,113.9,27,92.3,17,70.1,66,0.076,26,14.13,1,111.8,1,97.7,8,10.36,4,4,20,Kansas,B12,25-9,20.71,112.7,34,92.0,15,69.9,64,0.08800000000000001,15,13.89,1,111.4,1,97.5,13,10.99,3,4.0
Kansas St,2019,1243,1985,2020,Z04,20,Kansas St.,B12,25-9,20.06,108.4,98,88.4,3,63.4,339,0.049,65,10.22,32,109.3,31,99.1,29,-0.96,186,4,23,Kansas St.,B12,25-8,20.22,108.0,102,87.7,4,63.0,342,0.061,42,10.05,33,109.0,33,99.0,35,-0.5,183,4.0
Kentucky,2019,1246,1985,2020,Y02,8,Kentucky,SEC,30-7,27.57,117.6,14,90.1,8,65.6,284,0.033,98,11.32,19,110.7,5,99.4,34,1.75,107,2,7,Kentucky,SEC,27-6,27.41,118.2,13,90.8,12,65.8,265,0.037000000000000005,89,11.02,22,110.0,11,99.0,37,2.26,102,2.0
LSU,2019,1261,1985,2020,W03,19,LSU,SEC,28-7,20.22,117.7,12,97.5,59,70.0,67,0.063,36,10.02,35,109.3,30,99.3,32,2.77,92,3,18,LSU,SEC,26-6,20.97,118.5,10,97.5,62,69.9,66,0.035,93,9.49,40,108.6,41,99.1,38,3.09,93,3.0
Liberty,2019,1251,1989,2020,W12,58,Liberty,ASun,29-7,11.54,111.1,54,99.6,87,62.3,349,0.009000000000000001,158,-3.27,230,102.5,245,105.8,203,-3.2,252,12,63,Liberty,ASun,28-6,10.82,110.6,56,99.7,96,61.8,349,0.006,167,-4.61,268,101.3,283,105.9,223,-2.83,249,12.0
Louisville,2019,1257,1985,2020,W07,23,Louisville,ACC,20-14,19.35,113.7,28,94.4,24,67.2,199,-0.06,309,11.95,16,110.4,10,98.4,19,5.36,32,7,17,Louisville,ACC,20-13,20.97,113.4,29,92.4,17,67.1,194,-0.054000000000000006,301,13.0,10,110.6,3,97.6,15,6.05,28,7.0
Marquette,2019,1266,1985,2020,X05,33,Marquette,BE,24-10,16.52,113.2,32,96.7,45,68.8,116,0.01,154,6.77,57,107.4,63,100.7,51,0.29,151,5,27,Marquette,BE,24-9,18.42,114.2,23,95.7,35,68.6,116,0.006999999999999999,164,7.65,58,107.5,59,99.9,52,0.79,145,5.0
Maryland,2019,1268,1985,2020,W06,24,Maryland,B10,23-11,19.29,113.4,31,94.1,21,66.0,264,-0.004,189,10.75,24,109.8,18,99.1,30,-4.92,299,6,24,Maryland,B10,22-10,19.98,113.8,27,93.8,22,65.6,274,0.001,182,11.08,21,109.5,24,98.4,21,-4.62,298,6.0
Michigan,2019,1276,1985,2020,X02,6,Michigan,B10,30-7,28.32,114.5,24,86.2,2,64.8,317,-0.001,181,11.27,20,109.2,35,98.0,12,-5.42,309,2,5,Michigan,B10,28-6,29.44,115.5,18,86.1,2,64.4,320,-0.013999999999999999,227,11.65,17,109.3,29,97.6,16,-4.94,305,2.0
Michigan St,2019,1277,1985,2020,W02,3,Michigan St.,B10,32-7,30.81,121.0,5,90.2,9,66.9,211,0.001,177,13.67,2,110.6,7,96.9,1,3.24,82,2,4,Michigan St.,B10,28-6,31.36,121.7,4,90.4,8,67.4,182,-0.006999999999999999,198,13.57,3,110.2,7,96.7,2,3.15,90,2.0
Minnesota,2019,1278,1985,2020,W10,46,Minnesota,B10,22-14,14.35,111.4,52,97.0,48,67.4,186,0.086,15,12.18,12,110.2,15,98.0,13,-2.91,244,10,47,Minnesota,B10,21-13,14.46,110.7,54,96.2,44,67.5,176,0.08199999999999999,24,12.07,16,109.8,17,97.7,17,-2.79,247,10.0
Mississippi,2019,1279,1985,2020,Z08,50,Mississippi,SEC,20-13,13.98,113.2,33,99.2,80,68.5,131,-0.006999999999999999,203,8.69,43,109.1,38,100.4,49,-1.11,191,8,44,Mississippi,SEC,20-12,15.08,112.8,33,97.7,65,68.3,129,-0.018000000000000002,232,8.69,48,108.8,37,100.1,57,-0.78,187,8.0
Mississippi St,2019,1280,1985,2020,W05,21,Mississippi St.,SEC,23-11,20.04,117.7,13,97.6,61,67.8,161,-0.038,270,10.09,34,110.1,17,100.0,44,2.22,100,5,21,Mississippi St.,SEC,23-10,20.68,117.4,14,96.7,51,67.4,178,-0.027000000000000003,248,10.46,30,110.0,12,99.6,46,2.49,99,5.0
Montana,2019,1285,1985,2020,X15,137,Montana,BSky,26-9,3.53,107.4,114,103.9,155,66.9,220,0.059000000000000004,45,-6.07,288,102.4,259,108.4,328,4.03,58,15,137,Montana,BSky,26-8,3.55,107.4,115,103.8,161,66.5,225,0.057,49,-6.59,299,102.0,265,108.6,342,4.46,56,15.0
Murray St,2019,1293,1985,2020,X12,51,Murray St.,OVC,28-5,13.83,112.5,41,98.6,73,69.4,89,0.054000000000000006,54,-3.32,233,103.1,222,106.4,228,-1.13,192,12,52,Murray St.,OVC,27-4,13.33,112.0,41,98.7,81,69.0,98,0.033,97,-4.77,273,102.1,256,106.9,269,-1.01,197,12.0
N Dakota St,2019,1295,2006,2020,W16a,202,North Dakota St.,Sum,19-16,-3.2,107.4,117,110.6,292,65.0,312,0.064,34,-2.85,217,104.8,138,107.6,292,3.23,84,16,199,North Dakota St.,Sum,18-15,-3.2,106.6,127,109.8,278,64.8,312,0.052000000000000005,63,-3.07,225,104.5,135,107.6,312,3.73,77,16.0
N Kentucky,2019,1297,2013,2020,X14,96,Northern Kentucky,Horz,26-9,7.14,109.4,76,102.3,130,68.2,143,-0.001,182,-3.37,234,103.6,186,107.0,262,-2.57,235,14,100,Northern Kentucky,Horz,26-8,6.56,109.2,77,102.7,144,67.9,145,-0.008,203,-4.29,255,103.0,214,107.2,291,-2.61,242,14.0
NC Central,2019,1300,2008,2020,W16b,303,North Carolina Central,MEAC,18-16,-11.55,97.8,295,109.3,267,65.3,291,-0.008,206,-11.84,352,97.0,353,108.9,343,1.19,120,16,303,North Carolina Central,MEAC,18-15,-11.89,96.6,301,108.5,256,65.2,292,0.004,170,-12.17,352,96.4,353,108.6,341,1.47,122,16.0
Nevada,2019,1305,1985,2020,X07,27,Nevada,MWC,29-5,18.18,114.0,26,95.9,35,69.3,91,0.033,99,1.42,103,105.4,111,103.9,130,1.79,106,7,25,Nevada,MWC,29-4,18.92,114.0,26,95.1,33,69.2,88,0.039,85,1.38,111,105.2,108,103.8,139,1.99,108,7.0
New Mexico St,2019,1308,1985,2020,Y12,53,New Mexico St.,WAC,30-5,13.62,113.0,35,99.3,84,65.9,269,0.042,79,-3.44,236,102.8,235,106.2,222,-3.22,254,12,49,New Mexico St.,WAC,30-4,13.59,112.6,37,99.0,83,65.6,278,0.061,40,-3.52,239,102.4,238,105.9,222,-2.94,254,12.0
North Carolina,2019,1314,1985,2020,Y01,7,North Carolina,ACC,29-7,27.69,119.7,8,92.0,15,74.3,6,0.024,116,12.6,8,110.7,2,98.1,15,5.69,28,1,6,North Carolina,ACC,27-6,29.17,119.9,7,90.7,10,74.3,5,0.024,117,13.68,2,110.8,2,97.1,8,5.77,33,1.0
Northeastern,2019,1318,1985,2020,Y13,89,Northeastern,CAA,23-11,7.59,111.0,58,103.4,151,66.2,253,0.05,61,-0.63,157,106.3,78,106.9,259,6.45,23,13,79,Northeastern,CAA,23-10,8.75,111.5,48,102.7,145,66.0,252,0.023,121,-0.8,163,106.0,80,106.8,263,6.95,21,13.0
Ohio St,2019,1326,1985,2020,Y11,44,Ohio St.,B10,20-15,14.66,109.1,84,94.4,25,65.8,274,0.013000000000000001,147,11.68,17,110.4,8,98.8,24,-2.95,246,11,45,Ohio St.,B10,19-14,15.08,109.3,75,94.2,27,65.7,272,0.005,168,11.63,19,110.1,9,98.5,26,-2.69,245,11.0
Oklahoma,2019,1328,1985,2020,Z09,32,Oklahoma,B12,20-14,16.94,111.1,57,94.1,23,68.6,123,0.023,119,13.27,3,110.3,11,97.1,2,7.44,12,9,38,Oklahoma,B12,19-13,15.53,109.4,73,93.9,23,68.7,112,0.031,101,12.63,12,109.7,20,97.0,7,7.84,11,9.0
Old Dominion,2019,1330,1985,2020,Z14,113,Old Dominion,CUSA,26-9,5.45,101.4,238,96.0,38,64.5,324,0.057999999999999996,49,-2.15,203,102.5,244,104.7,165,-6.06,322,14,112,Old Dominion,CUSA,26-8,5.58,101.9,216,96.4,48,64.3,325,0.055,59,-2.37,210,101.9,270,104.2,169,-5.71,323,14.0
Oregon,2019,1332,1985,2020,Z12,28,Oregon,P12,25-13,17.86,109.5,74,91.7,13,64.2,328,-0.048,292,5.47,66,107.7,59,102.3,78,0.43,145,12,43,Oregon,P12,23-12,15.15,107.7,108,92.5,18,64.1,328,-0.039,272,4.1,74,106.9,65,102.8,101,0.26,160,12.0
Purdue,2019,1345,1985,2020,Z03,9,Purdue,B10,26-10,26.81,122.5,4,95.6,34,65.9,268,-0.015,224,13.16,4,110.3,13,97.1,3,4.09,55,3,10,Purdue,B10,23-9,26.05,121.1,5,95.0,32,65.6,276,-0.012,220,13.04,8,109.7,19,96.7,3,4.33,58,3.0
Seton Hall,2019,1371,1985,2020,Y10,60,Seton Hall,BE,20-14,11.5,109.0,87,97.5,60,69.1,100,0.023,120,8.54,44,109.2,36,100.7,52,3.58,68,10,55,Seton Hall,BE,20-13,12.91,109.3,74,96.4,49,68.9,102,0.022000000000000002,126,9.42,41,109.3,28,99.9,53,4.43,57,10.0
St John's,2019,1385,1985,2020,X11b,88,St. John's,BE,21-13,7.61,108.6,92,101.0,106,70.8,46,0.06,44,5.0,68,106.9,70,101.9,71,-6.49,330,11,78,St. John's,BE,21-12,8.75,109.7,69,100.9,111,70.5,48,0.071,30,5.92,62,107.0,64,101.1,60,-6.09,327,11.0
St Louis,2019,1387,1985,2020,W13,106,Saint Louis,A10,23-13,6.02,102.2,214,96.2,40,66.4,239,0.044000000000000004,74,0.49,126,104.4,150,103.9,129,-1.44,200,13,104,Saint Louis,A10,23-12,6.27,102.6,205,96.3,46,66.1,250,0.045,74,0.36,133,103.9,166,103.6,127,-1.05,199,13.0
St Mary's CA,2019,1388,1985,2020,Z11,31,Saint Mary's,WCC,22-12,17.31,114.7,23,97.4,55,62.7,348,-0.045,285,3.66,82,106.6,76,103.0,100,-0.9,183,11,31,Saint Mary's,WCC,22-11,17.71,114.6,21,96.9,55,62.6,347,-0.033,262,3.63,77,106.4,74,102.7,98,-0.39,180,11.0
Syracuse,2019,1393,1985,2020,X08,39,Syracuse,ACC,20-14,15.13,110.5,59,95.3,30,66.1,257,-0.004,188,9.4,38,108.6,46,99.2,31,0.17,156,8,35,Syracuse,ACC,20-13,16.3,110.2,61,93.9,24,66.1,251,0.005,169,10.06,32,108.5,44,98.5,24,0.49,153,8.0
Temple,2019,1396,1985,2020,W11b,69,Temple,Amer,23-10,9.72,109.2,80,99.5,85,68.9,110,0.064,35,4.55,74,106.3,77,101.8,68,-1.07,188,11,76,Temple,Amer,23-9,9.39,108.9,86,99.5,90,68.8,109,0.065,36,3.81,75,105.6,88,101.8,73,-0.63,184,11.0
Tennessee,2019,1397,1985,2020,Z02,10,Tennessee,SEC,31-6,26.24,122.7,3,96.5,42,67.8,164,0.034,96,10.69,25,109.7,23,99.0,28,0.92,129,2,8,Tennessee,SEC,29-5,26.98,122.5,3,95.5,34,67.7,155,0.038,87,10.58,27,109.0,32,98.5,23,1.36,124,2.0
Texas Tech,2019,1403,1985,2020,X03,5,Texas Tech,B12,31-7,30.03,114.1,25,84.1,1,66.6,231,0.004,171,11.18,21,109.8,19,98.7,22,-5.39,307,3,9,Texas Tech,B12,26-6,26.75,112.7,36,85.9,1,66.5,226,0.004,175,8.31,53,107.8,58,99.5,45,-5.02,307,3.0
UC Irvine,2019,1414,1985,2020,Z13,73,UC Irvine,BW,31-6,9.16,107.4,118,98.2,65,65.3,293,0.11,8,-3.28,231,102.5,243,105.8,204,1.25,117,13,75,UC Irvine,BW,30-5,9.46,106.6,125,97.1,58,65.1,296,0.09699999999999999,10,-3.94,250,102.2,245,106.2,232,1.82,112,13.0
UCF,2019,1416,1985,2020,W09,34,UCF,Amer,24-9,16.51,112.1,44,95.6,33,65.0,309,0.011000000000000001,152,4.99,69,105.9,90,100.9,57,-3.71,264,9,46,UCF,Amer,23-8,14.58,110.3,58,95.7,36,64.8,313,0.028999999999999998,104,3.61,78,105.2,109,101.6,65,-3.42,267,9.0
Utah St,2019,1429,1985,2020,Y08,38,Utah St.,MWC,28-7,15.41,112.6,39,97.2,52,68.1,145,0.012,149,0.02,139,104.5,147,104.4,158,0.81,135,8,34,Utah St.,MWC,28-6,16.62,113.0,32,96.3,47,67.8,151,0.006999999999999999,162,0.01,145,104.3,146,104.3,170,1.14,132,8.0
VCU,2019,1433,1985,2020,W08,42,VCU,A10,25-8,14.89,104.3,177,89.5,7,68.4,136,0.006999999999999999,164,1.37,105,105.2,120,103.8,123,3.6,67,8,37,VCU,A10,25-7,15.69,104.3,172,88.6,7,68.2,136,0.004,174,1.15,117,105.0,115,103.8,142,3.5,85,8.0
Vermont,2019,1436,1985,2020,X13,76,Vermont,AE,27-7,8.86,108.5,97,99.6,88,65.5,285,0.043,77,-5.55,281,100.7,311,106.2,221,3.2,85,13,80,Vermont,AE,27-6,8.72,107.9,103,99.2,84,65.3,285,0.055999999999999994,54,-6.01,289,100.2,317,106.2,234,3.52,84,13.0
Villanova,2019,1437,1985,2020,Z06,30,Villanova,BE,26-10,17.33,116.5,16,99.2,81,63.6,335,0.044000000000000004,73,8.0,51,108.8,44,100.8,55,3.32,78,6,26,Villanova,BE,25-9,18.77,117.0,16,98.2,73,63.6,333,0.017,139,8.22,54,108.4,49,100.2,58,3.63,79,6.0
Virginia,2019,1438,1985,2020,Z01,1,Virginia,ACC,35-3,34.22,123.4,2,89.2,5,59.4,353,0.05,62,11.18,22,109.2,34,98.1,14,-3.24,255,1,1,Virginia,ACC,29-3,35.66,123.6,2,87.9,5,59.3,353,0.024,119,10.51,29,108.4,48,97.9,19,-2.82,248,1.0
Virginia Tech,2019,1439,1985,2020,W04,13,Virginia Tech,ACC,26-9,24.07,118.1,11,94.0,20,63.7,334,-0.005,195,8.47,47,108.3,49,99.9,42,-6.26,325,4,11,Virginia Tech,ACC,24-8,24.47,118.4,11,94.0,25,63.3,337,0.002,181,8.61,50,108.1,51,99.5,44,-6.04,326,4.0
Washington,2019,1449,1985,2020,Y09,48,Washington,P12,27-9,14.28,107.7,110,93.5,18,66.0,262,0.08800000000000001,13,6.06,61,107.6,62,101.5,64,2.73,93,9,51,Washington,P12,26-8,13.37,107.0,119,93.6,20,65.9,263,0.078,27,4.94,67,106.7,69,101.8,72,3.11,91,9.0
Wisconsin,2019,1458,1985,2020,Z05,16,Wisconsin,B10,23-11,21.94,110.4,62,88.5,4,63.9,331,-0.018000000000000002,228,12.97,6,110.3,14,97.3,6,3.14,87,5,12,Wisconsin,B10,23-10,23.68,110.8,52,87.1,3,63.6,332,-0.026000000000000002,247,13.57,4,110.3,6,96.8,5,3.56,82,5.0
Wofford,2019,1459,1996,2020,Y07,18,Wofford,SC,30-5,20.69,118.1,10,97.4,56,65.7,278,0.046,68,1.82,97,106.0,83,104.2,144,8.37,6,7,19,Wofford,SC,29-4,20.71,118.4,12,97.6,63,65.6,275,0.06,43,1.36,112,105.4,96,104.0,155,8.4,7,7.0
Yale,2019,1463,1985,2020,W14,77,Yale,Ivy,22-8,8.79,111.6,51,102.8,141,71.0,41,0.040999999999999995,80,-1.1,167,103.0,224,104.2,140,-2.09,222,14,82,Yale,Ivy,22-7,8.59,111.7,44,103.1,149,70.7,44,0.057,48,-1.52,186,102.3,243,103.8,140,-1.89,226,14.0
